intake_type,intake_subtype,secondary_breed,Breed,AKC_Extended,KennelCardBreed,LOS,AgeGroup,age
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Beagle,Hound,Without Breed,8,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,30,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,Siberian Husky,Working,With Breed,5,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,unknown,Chinese Shar-Pei,Non-sporting,Without Breed,0,Senior (8+yr),2.0
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Adolescent (5-12mo),0.7937005259840997
DISPO REQ,OTC,unknown,Bulldog,Non-sporting,Without Breed,0,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,Cairn Terrier,Other Terriers,With Breed,5,Adult (1-7yr),1.259921049894873
CONFISCATE,CRUELTY,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,71,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.7368062997280774
STRAY,OTC,MIX,Lhasa Apso,Non-sporting,Without Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,2,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,12,Adult (1-7yr),1.1447142425533319
CONFISCATE,CRUELTY,MIX,Poodle,Non-sporting,Without Breed,17,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,unknown,Labrador Retreiver,Sporting,Without Breed,0,Senior (8+yr),2.040827550958674
STRAY,OTC,VIZSLA,Catahoula Leopard Dog,Hound,With Breed,6,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,German Shepherd Dog,Herding,With Breed,9,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Pug,Toy,Without Breed,1,Senior (8+yr),2.4662120743304703
EUTH REQ,OTC OWNED,MALTESE,Lhasa Apso,Non-sporting,Without Breed,0,Senior (8+yr),2.2239800905693157
STRAY,FIELD,LABRADOR RETR,Boxer,Working,With Breed,0,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,unknown,Great Dane,Working,Without Breed,2,Adolescent (5-12mo),0.928317766722556
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.9654893846056298
RETURN,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.1934831919273368
OWNER SURR,OTC,MIX,Russell Terrier (Jack Russell),Other Terriers,Without Breed,2,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,2,Adult (1-7yr),1.259921049894873
STRAY,OTC,LABRADOR RETR,Chow Chow,Non-sporting,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,AM PIT BULL T,Chinese Shar-Pei,Non-sporting,Without Breed,15,Puppy (0-4mo),0.5848035476425733
FOSTER,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.259921049894873
STRAY,FIELD,LABRADOR RETR,Golden Retriever,Sporting,With Breed,0,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,Mastiff,Working,Without Breed,5,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,unknown,Havanese,Toy,Without Breed,30,Puppy (0-4mo),0.0
OWNER SURR,OTC,MIX,Maltese,Toy,Without Breed,4,Senior (8+yr),2.080083823051904
OWNER SURR,OTC,MIX,Pekingese,Toy,Without Breed,17,Adult (1-7yr),1.4422495703074083
RETURN,OTC,MIX,Labrador Retreiver,Sporting,With Breed,1,Adult (1-7yr),1.0322801154563672
STRAY,FIELD,MIX,Pembroke Welsh Corgi,Herding,With Breed,7,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Brussels Griffon,Toy,With Breed,5,Puppy (0-4mo),0.6694329500821695
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,2,Senior (8+yr),2.080083823051904
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,27,Adolescent (5-12mo),1.0
CONFISCATE,BITE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Senior (8+yr),2.080083823051904
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,13,Adult (1-7yr),1.259921049894873
CONFISCATE,CRUELTY,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,German Shepherd Dog,Herding,Without Breed,0,Senior (8+yr),2.3513346877207573
STRAY,FIELD,unknown,Shih Tzu,Toy,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Pointer,Sporting,With Breed,18,Adult (1-7yr),1.259921049894873
STRAY,OTC,PUG,Chihuahua,Toy,Without Breed,6,Adolescent (5-12mo),0.928317766722556
OWNER SURR,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,2,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adolescent (5-12mo),0.8434326653017492
OWNER SURR,FIELD,MIX,Black and Tan Coonhound,Hound,With Breed,6,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Pomeranian,Toy,With Breed,0,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.1447142425533319
OWNER SURR,FIELD,GERM SHEPHERD,Akita,Working,Without Breed,12,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Beagle,Hound,Without Breed,7,Adolescent (5-12mo),0.928317766722556
RETURN,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Adolescent (5-12mo),0.8434326653017492
CONFISCATE,CRUELTY,MIX,Poodle,Non-sporting,Without Breed,1,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,GERM SHEPHERD,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adult (1-7yr),1.1447142425533319
STRAY,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,12,Senior (8+yr),2.154434690031884
FOSTER,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,West Highland White Terrier (Westie),Other Terriers,With Breed,30,Senior (8+yr),2.2894284851066637
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.259921049894873
RETURN,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,1,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Boxer,Working,With Breed,13,Adolescent (5-12mo),0.8434326653017492
OWNER SURR,FIELD,CHOW CHOW,Golden Retriever,Sporting,With Breed,6,Senior (8+yr),2.080083823051904
OWNER SURR,OTC,CHINESE SHARP,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.5848035476425733
CONFISCATE,EVICTION,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,18,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Presa Canario,Working,Without Breed,16,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Boston Terrier,Non-sporting,With Breed,7,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,MIX,Mastiff,Working,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,BOXER,American Staffordshire Terrier,Pit Bull Types,With Breed,11,Adolescent (5-12mo),1.0
FOSTER,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.4422495703074083
FOSTER,OTC,MIX,Border Terrier,Other Terriers,Without Breed,1,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,0,Puppy (0-4mo),0.0
FOSTER,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,Poodle,Non-sporting,With Breed,6,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Norfolk Terrier,Other Terriers,With Breed,8,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,10,Adult (1-7yr),1.9129311827723892
OWNER SURR,OTC,unknown,Dachshund,Hound,With Breed,4,Senior (8+yr),2.0
EUTH REQ,OTC OWNED,MIX,Shih Tzu,Toy,Without Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Boxer,Working,With Breed,17,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Maltese,Toy,Without Breed,0,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,Havanese,Toy,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,Cocker Spaniel,Sporting,Without Breed,7,Adult (1-7yr),1.5874010519681994
STRAY,OTC,CHIHUAHUA LH,Cardigan Welsh Corgi,Herding,With Breed,2,Adult (1-7yr),1.21644039911468
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,31,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,CHINESE SHARP,American Staffordshire Terrier,Pit Bull Types,With Breed,21,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Norfolk Terrier,Other Terriers,With Breed,10,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,13,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,CHIHUAHUA SH,Boston Terrier,Non-sporting,With Breed,13,Adult (1-7yr),1.259921049894873
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,13,Adult (1-7yr),1.5874010519681994
EUTH REQ,OTC OWNED,MIX,Chow Chow,Non-sporting,Without Breed,0,Senior (8+yr),2.3513346877207573
OWNER SURR,OTC,unknown,Redbone Coonhound,Hound,Without Breed,2,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,MIX,Dachshund,Hound,With Breed,2,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,West Highland White Terrier (Westie),Other Terriers,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,4,Puppy (0-4mo),0.6694329500821695
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Pekingese,Toy,With Breed,7,Adult (1-7yr),1.5874010519681994
FOSTER,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.1447142425533319
RETURN,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,5,Adolescent (5-12mo),1.0
FOSTER,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,0,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Puppy (0-4mo),0.6694329500821695
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,16,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Papillon,Toy,With Breed,15,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Chihuahua,Toy,With Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,PAVILLION,BORDER COLLIE,Labrador Retreiver,Sporting,Without Breed,7,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Maltese,Toy,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adolescent (5-12mo),0.8879040017426006
OWNED,unknown,unknown,Russell Terrier (Jack Russell),Other Terriers,With Breed,31,Senior (8+yr),2.345290098876836
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,POODLE STND,Labrador Retreiver,Sporting,Without Breed,1,Adolescent (5-12mo),0.928317766722556
OWNER SURR,FIELD,PIT BULL,Labrador Retreiver,Sporting,With Breed,4,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,9,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,West Highland White Terrier (Westie),Other Terriers,Without Breed,9,Senior (8+yr),2.0
OWNER SURR,OTC,unknown,Yorkshire Terrier,Toy,With Breed,5,Adult (1-7yr),1.8171205928321394
EUTH REQ,OTC OWNED,COLLIE SMOOTH,Pointer,Sporting,Without Breed,0,Senior (8+yr),2.4662120743304703
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,12,Adolescent (5-12mo),1.0
STRAY,OTC,POODLE MIN,Maltese,Toy,With Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Miniature Pinscher,Toy,Without Breed,7,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adult (1-7yr),1.1447142425533319
CONFISCATE,EVICTION,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Puppy (0-4mo),0.464158883361278
CONFISCATE,BITE,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Boxer,Working,Without Breed,4,Adult (1-7yr),1.1696070952851465
STRAY,OTC,unknown,Boxer,Working,Without Breed,12,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,POODLE MIN,Miniature Schnauzer,Other Terriers,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Boston Terrier,Non-sporting,Without Breed,9,Adult (1-7yr),1.1447142425533319
STRAY,OTC,MIX,Lhasa Apso,Non-sporting,With Breed,9,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,12,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,MIX,Boxer,Working,Without Breed,11,Senior (8+yr),2.154434690031884
STRAY,FIELD,BOXER,American Staffordshire Terrier,Pit Bull Types,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Chihuahua,Toy,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Miniature Schnauzer,Other Terriers,With Breed,7,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Yorkshire Terrier,Toy,Without Breed,6,Adult (1-7yr),1.5874010519681994
RETURN,OTC,MIX,German Shepherd Dog,Herding,Without Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Bulldog,Non-sporting,Without Breed,13,Adult (1-7yr),1.4422495703074083
OWNED,unknown,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,YORKSHIRE TER,Miniature Schnauzer,Other Terriers,With Breed,3,Senior (8+yr),2.0
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Boxer,Working,Without Breed,0,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,24,Adult (1-7yr),1.259921049894873
STRAY,FIELD,GREYHOUND,Boxer,Working,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,MIX,Border Terrier,Other Terriers,Without Breed,6,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Adult (1-7yr),1.709975946676697
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Black and Tan Coonhound,Hound,With Breed,1,Adult (1-7yr),1.7435134012651283
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,2,Adult (1-7yr),1.8171205928321394
STRAY,OTC,unknown,Boxer,Working,With Breed,14,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,West Highland White Terrier (Westie),Other Terriers,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,0,Adult (1-7yr),1.9129311827723892
STRAY,OTC,MIX,Rhodesian Ridgeback,Hound,Without Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Bulldog,Non-sporting,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Poodle,Non-sporting,Without Breed,0,Senior (8+yr),2.040827550958674
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.1934831919273368
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,16,Adult (1-7yr),1.5874010519681994
OWNED,unknown,MIX,Chihuahua,Toy,With Breed,1,Adult (1-7yr),1.4422495703074083
FOSTER,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,1,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,Rottweiler,Working,With Breed,0,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MALTESE,Yorkshire Terrier,Toy,Without Breed,28,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,10,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adult (1-7yr),1.5874010519681994
STRAY,OTC,ROTTWEILER,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Adult (1-7yr),1.3572088082974534
OWNER SURR,OTC,unknown,Rhodesian Ridgeback,Hound,With Breed,10,Adult (1-7yr),1.709975946676697
OWNER SURR,OTC,MIX,Maltese,Toy,Without Breed,5,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,Rottweiler,Working,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,BOXER,Labrador Retreiver,Sporting,Without Breed,5,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Plott,Hound,Without Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,BOXER,Labrador Retreiver,Sporting,Without Breed,6,Puppy (0-4mo),0.464158883361278
STRAY,FIELD,unknown,Havanese,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,MIX,Yorkshire Terrier,Toy,With Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,BOXER,Pointer,Sporting,Without Breed,2,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,0,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Puppy (0-4mo),0.6694329500821695
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,0,Adult (1-7yr),1.709975946676697
CONFISCATE,POLICE,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.091392883061106
OWNER SURR,FIELD,MIX,Shih Tzu,Toy,Without Breed,7,Senior (8+yr),2.0
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,With Breed,3,Adolescent (5-12mo),1.0
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,With Breed,14,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Labrador Retreiver,Sporting,With Breed,8,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,MIX,Chihuahua,Toy,With Breed,5,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),0.928317766722556
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,5,Adult (1-7yr),1.709975946676697
STRAY,FIELD,DACHSHUND MIN,Chihuahua,Toy,With Breed,30,Puppy (0-4mo),0.0
FOSTER,OTC,unknown,Lhasa Apso,Non-sporting,Without Breed,0,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,1,Senior (8+yr),2.080083823051904
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,AM PIT BULL T,Labrador Retreiver,Sporting,Without Breed,4,Adult (1-7yr),1.338865900164339
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,12,Adolescent (5-12mo),0.8879040017426006
OWNER SURR,OTC,PIT BULL,Basenji,Hound,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,OTC,PUG,Pekingese,Toy,With Breed,1,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,Cardigan Welsh Corgi,Herding,With Breed,9,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,Smooth Fox Terrier,Other Terriers,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,French Bulldog,Non-sporting,With Breed,29,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Shih Tzu,Toy,With Breed,11,Adult (1-7yr),1.8171205928321394
OWNER SURR,FIELD,unknown,Beagle,Hound,Without Breed,1,Adult (1-7yr),1.2805791649874942
STRAY,OTC,MALTESE,Yorkshire Terrier,Toy,With Breed,6,Puppy (0-4mo),0.7368062997280774
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,German Shepherd Dog,Herding,Without Breed,7,Adolescent (5-12mo),1.0
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,18,Adult (1-7yr),1.1934831919273368
OWNER SURR,FIELD,unknown,Rhodesian Ridgeback,Hound,Without Breed,0,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,AM PIT BULL T,American Staffordshire Terrier,Pit Bull Types,Without Breed,16,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,3,Adult (1-7yr),1.0322801154563672
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Rat Terrier,Other Terriers,With Breed,31,Puppy (0-4mo),0.0
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,27,Adult (1-7yr),1.5874010519681994
STRAY,OTC,PIT BULL,Basset Hound,Hound,With Breed,16,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,28,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Chihuahua,Toy,Without Breed,14,Senior (8+yr),2.2894284851066637
STRAY,OTC,SHIH TZU,Lhasa Apso,Non-sporting,Without Breed,5,Adult (1-7yr),1.9129311827723892
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,unknown,Greyhound,Hound,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,32,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,4,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,Treeing Walker Coonhound,Hound,Without Breed,0,Adult (1-7yr),1.9129311827723892
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Puppy (0-4mo),0.464158883361278
