intake_type,intake_subtype,secondary_breed,Breed,AKC_Extended,KennelCardBreed,LOS,AgeGroup,age
EUTH REQ,OTC OWNED,AMERICAN STAF,Rhodesian Ridgeback,Hound,Without Breed,4,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,4,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,LHASA APSO,Yorkshire Terrier,Toy,Without Breed,5,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adolescent (5-12mo),0.7368062997280774
CONFISCATE,POLICE,unknown,Labrador Retreiver,Sporting,Without Breed,16,Adolescent (5-12mo),1.0
STRAY,FIELD,MIN PINSCHER,Chihuahua,Toy,With Breed,31,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,BEAGLE,Rat Terrier,Other Terriers,Without Breed,0,Senior (8+yr),2.3513346877207573
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Puppy (0-4mo),0.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,8,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Shih Tzu,Toy,With Breed,3,Adolescent (5-12mo),0.8879040017426006
OWNER SURR,FIELD,DACHSHUND MIN,Pomeranian,Toy,Without Breed,6,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,Pekingese,Toy,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,0,Senior (8+yr),2.4662120743304703
STRAY,FIELD,MIX,Catahoula Leopard Dog,Hound,Without Breed,12,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,German Shepherd Dog,Herding,Without Breed,30,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,unknown,Pomeranian,Toy,With Breed,0,Senior (8+yr),2.4662120743304703
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,2,Adolescent (5-12mo),1.0
RETURN,OTC,BOXER,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.5874010519681994
RETURN,OTC,CATAHOULA,German Shepherd Dog,Herding,With Breed,3,Adult (1-7yr),1.1447142425533319
STRAY,OTC,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,31,Senior (8+yr),2.080083823051904
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,16,Adult (1-7yr),1.259921049894873
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,6,Adolescent (5-12mo),0.7368062997280774
RETURN,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,5,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Dachshund,Hound,Without Breed,1,Adult (1-7yr),1.259921049894873
CONFISCATE,EVICTION,unknown,Yorkshire Terrier,Toy,Without Breed,14,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,unknown,Miniature Schnauzer,Other Terriers,With Breed,0,Senior (8+yr),2.3513346877207573
STRAY,OTC,DACHSHUND STD,Yorkshire Terrier,Toy,With Breed,8,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,4,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,10,Senior (8+yr),2.080083823051904
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,5,Adult (1-7yr),1.259921049894873
STRAY,OTC,unknown,Pekingese,Toy,Without Breed,4,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,0,Adolescent (5-12mo),1.0
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,15,Adolescent (5-12mo),1.0
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,19,Adolescent (5-12mo),1.0
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.709975946676697
CONFISCATE,NUISANCE,PIT BULL,Labrador Retreiver,Sporting,With Breed,17,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,Dachshund,Hound,Without Breed,7,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,Boxer,Working,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Maltese,Toy,With Breed,11,Senior (8+yr),2.154434690031884
STRAY,FIELD,GERM SHEPHERD,Rhodesian Ridgeback,Hound,Without Breed,10,Adolescent (5-12mo),0.7368062997280774
STRAY,PAVILLION,unknown,German Shepherd Dog,Herding,With Breed,6,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,DACHSHUND WH,Basenji,Hound,With Breed,6,Adult (1-7yr),1.259921049894873
CONFISCATE,POLICE,unknown,Chihuahua,Toy,With Breed,13,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,CHIHUAHUA SH,Yorkshire Terrier,Toy,With Breed,3,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,Dachshund,Hound,With Breed,4,Adolescent (5-12mo),0.7368062997280774
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,8,Adolescent (5-12mo),0.8434326653017492
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,19,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,15,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,unknown,Labrador Retreiver,Sporting,With Breed,0,Senior (8+yr),2.519842099789746
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Senior (8+yr),2.2894284851066637
STRAY,OTC,MIX,Beagle,Hound,With Breed,7,Senior (8+yr),2.0
OWNER SURR,FIELD,unknown,Poodle,Non-sporting,With Breed,9,Senior (8+yr),2.0
OWNER SURR,OTC,unknown,Labrador Retreiver,Sporting,With Breed,10,Adult (1-7yr),1.8171205928321394
CONFISCATE,BITE,unknown,Dachshund,Hound,Without Breed,1,Adult (1-7yr),1.1934831919273368
STRAY,FIELD,unknown,Boxer,Working,With Breed,31,Adult (1-7yr),1.062658569182611
STRAY,FIELD,unknown,Poodle (Toy),Toy,With Breed,10,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Border Terrier,Other Terriers,Without Breed,1,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,MIX,Poodle,Non-sporting,With Breed,4,Adult (1-7yr),1.8171205928321394
STRAY,OTC,unknown,Pomeranian,Toy,Without Breed,8,Adult (1-7yr),1.709975946676697
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Miniature Schnauzer,Other Terriers,Without Breed,10,Senior (8+yr),2.2239800905693157
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,Without Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,Japanese Chin,Toy,With Breed,5,Adolescent (5-12mo),0.928317766722556
STRAY,OTC,MIX,Shih Tzu,Toy,Without Breed,3,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Rat Terrier,Other Terriers,Without Breed,1,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Lhasa Apso,Non-sporting,With Breed,8,Senior (8+yr),2.080083823051904
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,10,Puppy (0-4mo),0.0
RETURN,OTC,unknown,Labrador Retreiver,Sporting,Without Breed,7,Adolescent (5-12mo),0.928317766722556
STRAY,FIELD,unknown,Pomeranian,Toy,With Breed,31,Puppy (0-4mo),0.0
CONFISCATE,POLICE,unknown,Poodle,Non-sporting,With Breed,2,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,unknown,German Shepherd Dog,Herding,With Breed,0,Adult (1-7yr),1.259921049894873
STRAY,OTC,RHOD RIDGEBAC,Australian Shepherd,Herding,With Breed,1,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,7,Adolescent (5-12mo),0.7368062997280774
STRAY,OTC,MIX,Mastiff,Working,Without Breed,18,Adult (1-7yr),1.709975946676697
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,Without Breed,30,Puppy (0-4mo),0.0
CONFISCATE,EVICTION,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.259921049894873
STRAY,FIELD,BASSET HOUND,Beagle,Hound,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Boxer,Working,Without Breed,8,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Boxer,Working,With Breed,1,Senior (8+yr),2.4101422641752297
OWNER SURR,OTC,unknown,Lhasa Apso,Non-sporting,With Breed,5,Senior (8+yr),2.080083823051904
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,Without Breed,31,Puppy (0-4mo),0.0
EUTH REQ,OTC OWNED,BICHON FRISE,Poodle,Non-sporting,Without Breed,0,Senior (8+yr),2.4101422641752297
STRAY,OTC,ROTTWEILER,American Staffordshire Terrier,Pit Bull Types,Without Breed,27,Adolescent (5-12mo),1.0
CONFISCATE,DANGER IN,unknown,Cane Corso,Working,Without Breed,3,Adult (1-7yr),1.1447142425533319
OWNER SURR,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,0,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,7,Adult (1-7yr),1.4422495703074083
EUTH REQ,OTC OWNED,MIX,Shih Tzu,Toy,With Breed,0,Senior (8+yr),2.519842099789746
STRAY,FIELD,MIX,German Shepherd Dog,Herding,Without Breed,10,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Shih Tzu,Toy,Without Breed,9,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Cocker Spaniel,Sporting,With Breed,28,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,POODLE MIN,Yorkshire Terrier,Toy,With Breed,14,Senior (8+yr),2.0
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.1186889420813966
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Adolescent (5-12mo),0.928317766722556
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Lhasa Apso,Non-sporting,Without Breed,5,Adult (1-7yr),1.709975946676697
OWNER SURR,FIELD,MIX,Treeing Walker Coonhound,Hound,With Breed,15,Adolescent (5-12mo),0.928317766722556
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Boxer,Working,Without Breed,6,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,10,Adult (1-7yr),1.1447142425533319
STRAY,OTC,MIX,Poodle,Non-sporting,With Breed,8,Adult (1-7yr),1.9129311827723892
STRAY,OTC,POODLE MIN,Maltese,Toy,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adult (1-7yr),1.5874010519681994
STRAY,OTC,MIX,Shih Tzu,Toy,With Breed,8,Adult (1-7yr),1.8171205928321394
OWNER SURR,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,12,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,Chihuahua,Toy,Without Breed,6,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,BOXER,Labrador Retreiver,Sporting,With Breed,4,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,SHIH TZU,Chihuahua,Toy,Without Breed,0,Puppy (0-4mo),0.0
OWNER SURR,OTC,MIX,Standard Schnauzer,Working,Without Breed,8,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,31,Senior (8+yr),2.4662120743304703
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,3,Adult (1-7yr),1.5874010519681994
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,0,Adult (1-7yr),1.709975946676697
STRAY,FIELD,unknown,Rottweiler,Working,With Breed,0,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Puppy (0-4mo),0.6694329500821695
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,German Shepherd Dog,Herding,With Breed,9,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,16,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Dachshund,Hound,Without Breed,14,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Labrador Retreiver,Sporting,With Breed,5,Senior (8+yr),2.3513346877207573
OWNER SURR,OTC,unknown,Shih Tzu,Toy,With Breed,3,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.7435134012651283
STRAY,FIELD,LABRADOR RETR,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adolescent (5-12mo),0.8879040017426006
EUTH REQ,OTC OWNED,CHIHUAHUA SH,Russell Terrier (Jack Russell),Other Terriers,Without Breed,0,Senior (8+yr),2.571281590658235
STRAY,OTC,unknown,Chihuahua,Toy,With Breed,9,Adult (1-7yr),1.9129311827723892
OWNED,unknown,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,10,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Skye Terrier,Other Terriers,With Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Siberian Husky,Working,Without Breed,30,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Pointer,Sporting,Without Breed,5,Adolescent (5-12mo),0.7937005259840997
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.1447142425533319
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,6,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Boxer,Working,Without Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,20,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,unknown,Yorkshire Terrier,Toy,With Breed,31,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,MIX,Shetland Sheepdog,Herding,With Breed,8,Senior (8+yr),2.2239800905693157
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Adult (1-7yr),1.709975946676697
EUTH REQ,OTC OWNED,unknown,Chihuahua,Toy,With Breed,0,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,Poodle,Non-sporting,With Breed,9,Adult (1-7yr),1.709975946676697
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,PUG,Chihuahua,Toy,With Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.709975946676697
STRAY,OTC,MIX,Labrador Retreiver,Sporting,With Breed,4,Puppy (0-4mo),0.5848035476425733
EUTH REQ,OTC OWNED,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adolescent (5-12mo),1.0
OWNER SURR,FIELD,SHIH TZU,Poodle,Non-sporting,Without Breed,5,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adolescent (5-12mo),1.0
DISPO REQ,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,0,Adult (1-7yr),1.062658569182611
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,Without Breed,8,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,Pembroke Welsh Corgi,Herding,With Breed,6,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Dalmatian,Non-sporting,Without Breed,6,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,Russell Terrier (Jack Russell),Other Terriers,Without Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,MIX,Maltese,Toy,With Breed,8,Adult (1-7yr),1.709975946676697
CONFISCATE,DANGER IN,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,57,Senior (8+yr),2.2239800905693157
STRAY,FIELD,CHIHUAHUA SH,American Staffordshire Terrier,Pit Bull Types,With Breed,13,Puppy (0-4mo),0.0
RETURN,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,American Eskimo Dog,Non-sporting,With Breed,2,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,Doberman Pinscher,Working,Without Breed,24,Adolescent (5-12mo),1.0
STRAY,OTC,MIX,Border Terrier,Other Terriers,Without Breed,14,Adolescent (5-12mo),1.0
CONFISCATE,EVICTION,unknown,German Shepherd Dog,Herding,With Breed,19,Senior (8+yr),2.4101422641752297
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adolescent (5-12mo),1.0
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,With Breed,5,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,MIX,Yorkshire Terrier,Toy,With Breed,10,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adolescent (5-12mo),0.7937005259840997
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,1,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Chihuahua,Toy,Without Breed,5,Adolescent (5-12mo),1.0
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,CHOW CHOW,Chinese Shar-Pei,Non-sporting,With Breed,18,Adult (1-7yr),1.709975946676697
STRAY,FIELD,LABRADOR RETR,Catahoula Leopard Dog,Hound,Without Breed,14,Adult (1-7yr),1.0322801154563672
OWNER SURR,OTC,MIX,Chihuahua,Toy,With Breed,10,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adult (1-7yr),1.5874010519681994
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.0
STRAY,FIELD,PIT BULL,Labrador Retreiver,Sporting,With Breed,13,Adolescent (5-12mo),0.8879040017426006
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,31,Puppy (0-4mo),0.0
STRAY,OTC,unknown,Dachshund,Hound,With Breed,2,Adult (1-7yr),1.8171205928321394
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,1,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Chihuahua,Toy,With Breed,15,Senior (8+yr),2.154434690031884
STRAY,FIELD,unknown,Poodle (Toy),Toy,With Breed,30,Puppy (0-4mo),0.0
OWNER SURR,FIELD,MIX,German Shepherd Dog,Herding,With Breed,0,Senior (8+yr),2.2894284851066637
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,JACK RUSS TER,Smooth Fox Terrier,Other Terriers,With Breed,0,Senior (8+yr),2.3513346877207573
OWNER SURR,OTC,PATTERDALE TE,Labrador Retreiver,Sporting,With Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,MIX,Black and Tan Coonhound,Hound,With Breed,6,Adolescent (5-12mo),0.8434326653017492
STRAY,FIELD,SCHNAUZER MIN,Rat Terrier,Other Terriers,With Breed,4,Puppy (0-4mo),0.5848035476425733
OWNER SURR,OTC,unknown,Beagle,Hound,With Breed,8,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,11,Adult (1-7yr),1.4422495703074083
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,9,Adult (1-7yr),1.4422495703074083
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adult (1-7yr),1.4422495703074083
CONFISCATE,DANGER IN,MIX,Rhodesian Ridgeback,Hound,Without Breed,8,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,Chihuahua,Toy,With Breed,3,Adolescent (5-12mo),1.0
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,14,Adult (1-7yr),1.0322801154563672
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,12,Adult (1-7yr),1.5874010519681994
OWNER SURR,OTC,MIX,Otterhound,Hound,Without Breed,10,Adult (1-7yr),1.709975946676697
OWNED,unknown,unknown,Pomeranian,Toy,With Breed,1,Adult (1-7yr),1.9129311827723892
STRAY,FIELD,LABRADOR RETR,Chow Chow,Non-sporting,With Breed,5,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Chihuahua,Toy,Without Breed,7,Adult (1-7yr),1.4422495703074083
STRAY,OTC,unknown,Yorkshire Terrier,Toy,With Breed,2,Adult (1-7yr),1.21644039911468
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Adolescent (5-12mo),0.928317766722556
CONFISCATE,DANGER IN,unknown,German Shepherd Dog,Herding,Without Breed,4,Adult (1-7yr),1.709975946676697
STRAY,OTC,VIZSLA,Doberman Pinscher,Working,With Breed,7,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,7,Adolescent (5-12mo),0.7368062997280774
OWNER SURR,OTC,DOBERMAN PINS,Boxer,Working,With Breed,8,Adult (1-7yr),1.5874010519681994
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,2,Adolescent (5-12mo),1.0
STRAY,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,2,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,AMER BULLDOG,American Staffordshire Terrier,Pit Bull Types,Without Breed,8,Puppy (0-4mo),0.5848035476425733
OWNER SURR,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,With Breed,3,Adult (1-7yr),1.4422495703074083
OWNER SURR,OTC,MIX,Labrador Retreiver,Sporting,Without Breed,2,Senior (8+yr),2.0
STRAY,FIELD,unknown,Shetland Sheepdog,Herding,With Breed,31,Puppy (0-4mo),0.0
STRAY,FIELD,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adolescent (5-12mo),0.7937005259840997
OWNER SURR,FIELD,MIX,American Staffordshire Terrier,Pit Bull Types,With Breed,7,Adult (1-7yr),1.259921049894873
STRAY,FIELD,unknown,Siberian Husky,Working,With Breed,3,Adolescent (5-12mo),0.928317766722556
STRAY,PAVILLION,unknown,Border Collie,Herding,Without Breed,7,Adolescent (5-12mo),0.7937005259840997
CONFISCATE,CRUELTY,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,91,Adolescent (5-12mo),0.8879040017426006
STRAY,OTC,CHIHUAHUA LH,Brussels Griffon,Toy,With Breed,14,Puppy (0-4mo),0.5848035476425733
STRAY,FIELD,unknown,Labrador Retreiver,Sporting,With Breed,30,Puppy (0-4mo),0.0
STRAY,FIELD,MIX,Labrador Retreiver,Sporting,With Breed,1,Puppy (0-4mo),0.5848035476425733
STRAY,OTC,unknown,Pomeranian,Toy,With Breed,7,Senior (8+yr),2.154434690031884
STRAY,OTC,MIX,American Staffordshire Terrier,Pit Bull Types,Without Breed,14,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,unknown,American Staffordshire Terrier,Pit Bull Types,Without Breed,9,Adult (1-7yr),1.259921049894873
OWNER SURR,OTC,COLLIE ROUGH,Russell Terrier (Jack Russell),Other Terriers,Without Breed,1,Adult (1-7yr),1.9129311827723892
